source_address,source_name,target_address,confidence,status
0x02956a,ambientConditionsPGN_65269_Builder,0x031c1a,75,similar
0x03211a,vp44SensorDiagnosticControl,0x00c180,75,similar
0x03544a,vp44FsoFaultEnableController,N/A,0,not_found
0x010504,vp44_communication_state_machine,0x013616,75,similar
0x011060,phase2_sensor_data_processor,0x01452e,88,matched
0x012356,initVP44StatusMonitoring,0x015dd0,81,matched
0x012376,initCANBus,0x015e06,61,similar
0x012484,diagnosticCommandDispatcher,0x015f8e,88,matched
0x013144,parameterCircularBufferWrite,0x016c3c,92,matched
0x013240,emptyPlaceholderFunction,0x016d4c,88,matched
0x013242,tpuTransmissionTrigger,0x016d4e,88,matched
0x013890,canControllerConfigInit,0x017150,94,matched
0x013930,rpmBasedFuelLimitCalculator,0x0177c2,75,similar
0x014090,frictionalLoadTorqueTransitionHandler,0x017eba,81,matched
0x014174,engineOperatingModeStateMachine,0x00b210,67,similar
0x014536,engineOperatingModeInit,0x026aa8,61,similar
0x014546,engineProtectionMultiStateSlowCycle40Coordinator,0x018620,88,matched
0x014664,engineProtectionSystemInit,0x01873e,75,similar
0x015038,protectionCalculationHelper,0x0192f2,100,matched
0x015078,protectionStateProcessor,0x019332,88,matched
0x015272,protectionState3bRpmMonitor,0x01952c,75,similar
0x015448,protectionState2ThresholdCalculator,N/A,0,not_found
0x017164,dutyCycleMonitorBufferInit,0x01b39a,75,similar
0x017236,phase2_slot_3_handler,0x01b470,100,matched
0x017266,phase2_slot_5_handler,0x00c658,66,similar
0x017296,phase2_slot_7_handler,N/A,0,not_found
0x017334,engine_control_cycle,0x01b57e,69,similar
0x017366,engineDiagnosticSystemCoordinator,0x028792,69,similar
0x017404,auxiliarySystemControlWrapper,0x01b7a2,66,similar
0x017412,slowCycle8Coordinator,0x01b78e,67,similar
0x017426,boostPressureControlCoordinator,N/A,0,not_found
0x017434,boost_pressure_control_wrapper,N/A,0,not_found
0x017440,rpm_control_system,0x01b6ba,72,similar
0x017464,slowCycle10Coordinator,0x01b56a,66,similar
0x017486,epsSignalMonitoringCoordinator,0x01b722,72,similar
0x017496,shutdownProtectionSlowCycle10Coordinator,0x01b722,75,similar
0x017504,fuelTimingCoordinator,0x01b604,70,similar
0x017512,slowCycle20ExtendedCoordinator,0x01b5b4,64,similar
0x017534,sensorStatusHistorySlowCycle20Coordinator,0x01b71a,72,similar
0x017544,camSyncDiagnosticProcessingSlowCycle20Coordinator,0x01b72a,70,similar
0x017554,vp44ProtectionSlowCycle20Coordinator,0x01b6f8,67,similar
0x017568,vp44FsoFaultDetectionSlowCycle20Coordinator,0x01b70c,72,similar
0x017570,vp44DiagnosticFaultMonitoringSlowCycle20Coordinator,0x01b7ca,61,similar
0x017586,emptySlowCycle20PlaceholderCase15,0x01b70a,70,similar
0x017588,dzgTimingAndPressureSlowCycle10Coordinator,0x01b70c,70,similar
0x017590,engineModeBasedOutputControlSlowCycle20Coordinator,0x01b6fe,69,similar
0x018428,emptySlowCycle20PlaceholderCase16,0x01ca58,67,similar
0x018590,fuelLimitParameterPointerSetup,0x017ef8,63,similar
0x018620,shutdownMinimumSelector19,0x00b3b2,73,similar
0x019076,fuelTimingModeInit,0x00c246,72,similar
0x020462,mainSystemInitialization,0x028508,84,matched
0x020918,canTransmissionScheduler,0x028b80,70,similar
0x020980,mainCanTransmissionLoop,0x028e32,70,similar
0x025476,diagnosticResponseBuilder,N/A,0,not_found
0x025596,main,0x01dbee,100,matched
0x025768,systemControl64,0x02d09e,88,matched
0x026110,oil_pressure_shutdown_controller,0x02dcb0,75,similar
0x027168,insiteParameterParser,0x02ed6a,94,matched
0x027300,systemControlFunction1,0x02ef08,78,similar
0x027514,systemControlFunction3,0x02f114,86,matched
0x028546,emptyInitPlaceholder,0x0303d2,94,matched
0x029422,diagnosticSessionValidator,0x031ace,94,matched
0x029796,j1939MessageSetup_PGN_65265,0x031c1a,70,similar
0x029868,engineSerialNumberPGN_65259_Builder,0x0320f6,81,matched
0x030226,outputControlState2Handler,N/A,0,not_found
0x030314,outputControlState4Handler,N/A,0,not_found
0x030896,outputControlState5FaultHandler,N/A,0,not_found
0x031306,vp44FaultRegisterBit2Monitor,0x034c36,80,similar
0x031768,vp44InjectionSystemStateController,0x030b62,67,similar
0x031814,fuelTemperatureLimitingPrimary,N/A,0,not_found
0x032380,dzgTimingAndPressureControlStateMachine,0x00c8a0,64,similar
0x033254,initOilPressureProtectionPointers,0x02faba,61,similar
0x034782,vp44FsoFaultDetectionAndProtectionController,0x017f7c,77,similar
0x034976,vp44FsoFaultBit0Monitor,0x017f7c,75,similar
0x035228,multiParameterMinimumSelector,0x00b4f2,67,similar
0x035298,systemStatusMonitor,0x032c7a,70,similar
0x035560,lookupTableInterpolation,0x034de0,94,matched
0x00e052,sendCanSingleFrame,0x0103ba,100,matched
0x00e180,sendCanMessage,0x0104e8,98,matched
0x00d8b4,param_interpolate,N/A,0,not_found
0x00d57c,paramSystemModeController,0x00f796,72,similar
0x00d69c,param_lookup_2,N/A,0,not_found
0x00d632,param_lookup_1,0x00f8c6,81,matched
0x00d756,param_lookup_3,0x00f930,81,matched
0x00fa40,systemFunction8xMaximum,0x011b36,78,similar
0x00c1f0,emptyStubFunction1,0x00c80c,91,matched
0x00c262,emptyStubFunction2,0x01b6e2,72,similar
0x00c8c2,acceleratorThrottleFaultDetector,0x00d2be,73,similar
0x00c9f0,insiteParameterTableIterator,0x00eaec,73,similar
0x00cc34,diagnosticCodeTableSearch,0x00ed34,94,matched
0x00cc64,insiteCommandByteDispatcher,0x00ed64,81,matched
0x00dbc2,fuelBlendTablePointerSetup,0x00d59e,67,similar
0x00dc28,ioControlBasedFuelCalculator,0x00ff6c,72,similar
0x012966,safeDivideWithClamp,0x01645e,100,matched
0x012a26,clampedDivisionCalculator,0x01651e,100,matched
0x012b30,limitedDivisionCalculator,0x016628,100,matched
0x013134,circularBufferEmptyCheck,0x016c2c,94,matched
0x00ebb0,timingAccumulatorUpdate,N/A,0,not_found
0x00f524,pwmFuelDemandOutputCalculator,0x02e5c0,77,similar
0x00dd72,throttleTablePointerSetup,0x0100da,81,matched
0x00ddb4,bufferDecreasingPatternCheck,0x01011c,98,matched
0x00de50,bufferThresholdValidator,0x0101b8,95,matched
0x00def4,throttlePositionValidator,0x01025c,84,matched
0x00e1aa,sendJ1939MultiFrameWrapper,0x010512,92,matched
0x00e1b8,arrayRangeSum,0x010520,94,matched
0x00e1ce,memoryPatchCountDecrement,0x010536,88,matched
0x00ebf2,calibrationDataCopyWithChecksum,0x010e80,86,matched
0x00eca4,calibrationDataCopySecondary,0x010f32,86,matched
0x00ed52,eepromCalibrationWritePrimary,0x010fe0,80,similar
0x00ef80,eepromCalibrationWriteSecondary,0x010fe0,80,similar
0x00f8e4,eepromWriteWrapper,0x011908,84,matched
0x00f906,systemResetWithDiagnostic,N/A,0,not_found
0x00fcb0,crc16Calculate,0x011da6,100,matched
0x00fd02,memoryPatchCrcCalculate,0x011df8,81,matched
0x010366,timingAccumulatorClampedUpdate,N/A,0,not_found
0x00c1f2,modeBasedDataDispatcher,0x00c80e,91,matched
0x00c260,emptyStubFunction3,0x01b666,69,similar
0x010466,circularBufferWriteWithStatus,0x01355e,67,similar
0x010ad8,initHourMeterConversionData,N/A,0,not_found
0x010c98,writeHourMeterConversionData,0x00b130,75,similar
0x010f08,fuelDemandPercentageCalculator,0x01444e,69,similar
0x010fee,diagnosticCodeDebounceHandler,0x0144bc,81,matched
0x0111a2,diagnosticQueueIterator,N/A,0,not_found
0x0111de,oldestDiagnosticTimestampSearch,0x0146b4,94,matched
0x01124a,diagnosticCodeRegistrar,0x014720,88,matched
0x01133c,diagnosticCodeClearHandler,N/A,0,not_found
0x01147c,diagnosticCodeMaskedClear,N/A,0,not_found
0x0115b2,diagnosticStateMachineProcessor,N/A,0,not_found
0x012482,emptyStubFunction4,0x015f8c,88,matched
0x013a1e,fuelTimingModeBlendCalculator,0x0178b0,75,similar
0x014cfc,protectionThresholdPointerInit,0x018f4c,75,similar
0x01542a,shutdownMinimumSelector29,0x0196e4,81,matched
0x01562e,initShutdownLimitVariables,0x019960,69,similar
0x01566a,can1TimerBufferInit,0x01999c,81,matched
0x01578c,delayWithWatchdogServiceWrapper,0x019ac2,73,similar
0x015794,emptyStubFunction5,0x019aca,75,similar
0x015796,rpmTimerInterruptHandler,0x019acc,75,similar
0x015968,can1TimerBufferInitAlt,0x01999c,81,matched
0x015a8a,can1MessageTransmitInit,0x019dd0,100,matched
0x015b48,emptyStubFunction6,0x019aca,75,similar
0x015b4a,rpmTimerInterruptHandlerAlt,0x019acc,75,similar
0x015e96,rpmTimingDeltaComparator,0x01a1e0,75,similar
0x015f26,rpmTimingDeltaComparatorWithReturn,0x01a1e0,75,similar
0x015fb6,can1TimerBufferInitDivided,0x01999c,81,matched
0x0160e2,can1MessageTransmitInit2,0x019dd0,100,matched
0x016190,emptyStubFunction7,0x019aca,75,similar
0x016192,rpmTimerInterruptHandler2,0x019acc,75,similar
0x0163f8,can1TimerBufferInitConditional,0x01a746,75,similar
0x016548,delayWithWatchdogServiceWrapper2,0x019ac2,67,similar
0x016550,emptyStubFunction8,N/A,0,not_found
0x016552,rpmTimerInterruptHandler3,N/A,0,not_found
0x016622,throttleTimeAccumulatorProcessor,0x01a95a,75,similar
0x017278,timerAccumulatorWithWatchdog,N/A,0,not_found
0x017ca6,circularBufferPush,0x01bfa2,100,matched
0x017ce2,circularBufferPop,0x01bfde,100,matched
0x017d1a,circularBufferInit,0x01c016,100,matched
0x017ed4,flashEraseWithWatchdog,0x01c31a,89,matched
0x01802e,flashEraseFromRam,0x01c48c,70,similar
0x01805c,flashProgramWordWithWatchdog,0x01c4ba,83,matched
0x018174,flashProgramFromRam,0x01c5e8,88,matched
0x0181bc,diagnosticStatusDefaultSetter,0x01c630,81,matched
0x0190d8,serialNodeAddressChecker,0x01e056,88,matched
0x019108,serialNodeAddressForwarder,0x01e086,94,matched
0x01917c,serialPort1IsrHandler,0x01e1d0,89,matched
0x019216,emptyStubWrapper1,0x01e1ac,88,matched
0x019228,modeBasedDataDispatcherWrapper,0x01e1be,88,matched
0x01923a,serialPort2IsrHandler,0x01e1d0,94,matched
0x0192d0,tpuTimerChannelEnable,0x01e266,94,matched
0x0192f2,epsPositionSensorIsrHandler,0x01e288,88,matched
0x019598,serialTransmitHandler,0x01e52e,81,matched
0x01965a,serialReceiveBufferProcessor,N/A,0,not_found
0x019738,interruptCounter1Increment,0x01e734,81,matched
0x01976e,interruptCounter2Increment,0x01e76a,92,matched
0x0197c8,bitPatternToIndexConverter,N/A,0,not_found
0x01984e,insiteMultiFrameResponseBuilder,0x01e79a,81,matched
0x019952,insiteMultiFrameContinuation,0x01e89e,75,similar
0x01a398,diagnosticMessage46Builder,0x01f2d0,94,matched
0x01ad50,diagnosticMessage54Builder,0x01fc9c,88,matched
0x01ae20,j1939TimeoutDataClearHandler,0x01fd6c,75,similar
0x01ae74,j1939MessageTypeCounter,0x01fdc0,88,matched
0x01b082,j1939TorqueControlModeParser,0x01ffd6,94,matched
0x01b150,j1939TorqueControlModeClear,0x0200a4,100,matched
0x01b160,j1939TorqueControlModeSet,0x0200b4,94,matched
0x01b56e,j1939DataCopyWrapper,0x02167e,92,matched
0x01b5b6,j1939DataCopyWrapper2Byte,0x02167e,92,matched
0x01b604,j1939DataCopyWrapper2ByteAlt,0x021714,92,matched
0x01b668,j1939DataCopyWrapperExtended,0x021714,92,matched
0x01b6ce,memoryOperationFromMessage,0x0217de,92,matched
0x01b716,memoryOperationFromMessageExtended,0x0217de,92,matched
0x01b8b8,diagnosticGroupPositionBufferStore,0x021f4e,88,matched
0x01b916,diagnosticGroupSnapshotCapture,0x021fac,75,similar
0x01bc1e,byteSwap32,0x0218ca,100,matched
0x01bc52,byteSwap16,0x0218fe,100,matched
0x01bc74,ioControlBitMapper,N/A,0,not_found
0x01bc9c,canDiagnosticResponseSender,0x0222b4,100,matched
0x01c440,vp44CanFrameBuilder,0x022a58,94,matched
0x01c60e,vp44MultiFrameResponseHandler,0x022c26,94,matched
0x01c87e,diagnosticParamRequestHandlerWrapper,0x022e96,100,matched
0x01c88c,vp44FuelTempHandlerWrapper,0x022ea4,100,matched
0x01c89a,diagnosticStatusRequestHandlerWrapper,0x022eb2,100,matched
0x01c8a8,diagnosticErrorHandlerWrapper,0x022ec0,100,matched
0x01cb18,multiPacketBufferAllocator,0x023130,81,matched
0x01cb6e,vp44DiagnosticBufferPointersInit,0x023186,75,similar
0x01cbc2,fuelArbitratorResetHandler,0x0231da,75,similar
0x01cbfe,fuelArbitratorVariablesReset,0x01db9a,67,similar
0x01d1ec,ioControlTimeoutTableLookup,0x023870,88,matched
0x01d228,ioControlEntryAdd,0x0238ac,88,matched
0x01d268,ioControlTimeoutEntryAdd,0x0238ec,88,matched
0x01d3b8,ioControlEntryRemove,0x023a3c,88,matched
0x01d80c,ioControlMaskStateMachine,0x024858,78,similar
0x01d8cc,ioControlToggleCycle,0x0249b6,88,matched
0x01d904,ioControlLampStateMachine,0x0249ee,75,similar
0x01d9ea,ioControlDigitDisplaySequencer,0x024b4e,75,similar
0x01dae8,activeFaultCodeIteratorForward,N/A,0,not_found
0x01db2e,activeFaultCodeIteratorBackward,N/A,0,not_found
0x01db66,faultCodeDisplayController,0x024d40,72,similar
0x01dd00,activeFaultLampStateMachine,0x024f30,75,similar
0x01dfc2,faultLampBlinkPatternGenerator,0x025316,63,similar
0x01e050,waitToStartLampBlinkPattern,N/A,0,not_found
0x01e0d6,periodicLampFlashController,0x025448,75,similar
0x01e2d2,epsDiagnosticModeChecker,N/A,0,not_found
0x01e33a,epsDiagnosticSnapshotCapture,0x0258b8,63,similar
0x01e358,epsDiagnosticVariablesInit,0x0258d6,75,similar
0x01e3dc,governorFuelModeBlendCalculator,0x0178b0,67,similar
0x01e78e,governorPidFuelCalculator,0x026340,63,similar
0x01e92e,epsAccelerationMonitor,0x02609c,75,similar
0x01eade,epsRpmTrackingInit,0x026252,69,similar
0x01eaf6,epsControlModeReset,0x02626a,81,matched
0x01eafe,epsOverrideChecker,0x026272,75,similar
0x01eb2a,epsControlModeSelector,0x02629e,72,similar
0x01eb86,epsInitializationWrapper,0x0262fa,72,similar
0x01eb94,epsControlModeInit,0x026308,73,similar
0x01ebcc,epsDiagnosticModeHandler,0x026340,88,matched
0x01ecee,epsCounterReset,0x00b4ea,69,similar
0x01ee2c,epsRpmTargetModeChecker,0x0265e6,81,matched
0x01ef20,qadcDataCollectionStateMachine,0x0266da,83,matched
0x01f068,tpuQadcInterruptHandler,0x026830,84,matched
0x01f08e,emptyStubWrapper2,0x02685a,77,similar
0x01fa00,insiteActiveFaultListBuilder,0x026eec,75,similar
0x01fafe,insiteFaultDetailBuilder,0x026fea,70,similar
0x01fec4,insiteEcuIdResponseBuilder,0x02758e,81,matched
0x02003c,insiteCapacityResponseBuilder,0x027706,81,matched
0x02011c,insiteVersionInfoBuilder,0x02758e,80,similar
0x020780,phase4InitSequence,0x028990,69,similar
0x020de4,vp44StatusInitAndWait,0x027af0,100,matched
0x024d06,huffmanTreeBuilder,0x003640,94,matched
0x024e58,huffmanDecompress,0x003792,94,matched
0x024efc,huffmanDecompressMain,0x003836,100,matched
0x024f36,busyWaitDelayLoop,0x003870,100,matched
0x024f50,portPinTestSequence1,0x00388a,100,matched
0x025020,waitForPortPinStable,0x00397a,94,matched
0x02504e,portPinTestSequence2,0x00388a,89,matched
0x025108,tpuAndQadcVerification,0x0039a8,100,matched
0x0251f4,hardwareInitAndStartup,0x003a94,98,matched
0x025356,ramClearWithWatchdog,0x003c20,88,matched
0x0253a6,flashBootloaderProgrammer,N/A,0,not_found
0x02544a,dataBufferCopy,N/A,0,not_found
0x0258c8,memoryPatchBufferInit,0x02d1fe,75,similar
0x025ece,fuelDemandProportionalCalculator,0x02d9d2,86,matched
0x025fda,fuelDemandScaleFactorCalculator,0x01f84e,63,similar
0x0260ec,rpmSnapshotCapture,0x02dc8c,69,similar
0x0260fe,fuelDemandTablePointerInit,0x0258d6,75,similar
0x027314,diagnosticResponseHandler2,0x02ef1c,78,similar
0x027342,diagnosticServiceByteHandler,0x022de6,66,similar
0x0273d4,fuelArbitratorMessageHandler,0x02efd0,86,matched
0x027528,torqueControlModeHandler,0x02f128,81,matched
0x0278be,diagnosticServiceDispatcherByPgn,0x02efd0,73,similar
0x0279ee,retarderModeThresholdCalculator,0x01025c,69,similar
0x027aca,retarderPercentageScaler,N/A,0,not_found
0x027afa,retarderControlModeHandler,0x02f7e6,75,similar
0x027e3e,torqueControlAddressDispatcher,0x02fb70,92,matched
0x027e9c,diagnosticTableEntryRemover,N/A,0,not_found
0x027ef0,diagnosticTableEntryClear,0x02fddc,94,matched
0x027f4c,diagnosticTableSnapshotCapture,0x02fe38,81,matched
0x028220,tpuChannelStateMachine,0x0300d4,81,matched
0x02853c,emptyStubFunction9,0x0303c8,63,similar
0x028548,engineStatisticsAccumulator,0x0303d4,94,matched
0x028588,runTimeCountersUpdate,0x030414,69,similar
0x0285c8,runTimeCountersUpdateAlt,0x030454,69,similar
0x033524,vp44TimingRangeValidation,N/A,0,not_found
0x02b476,setDiagnosticSourceFromFuelArbitrator,0x034540,81,matched
0x02b49a,setDiagnosticSourceFromEngineFlags,0x034564,88,matched
0x02f85c,shutdownMinimumSelector20,0x030c14,81,matched
0x02f83e,shutdownMinimumSelector28,0x030bf6,81,matched
0x02de68,shutdownMinimumSelector21,0x00b3b2,73,similar
0x02b23a,vehicleDistanceDataBuilder,0x034234,63,similar
0x02b2f4,retarderDataBuilder,0x0342f0,94,matched
0x02b398,vehicleHoursDataBuilder,0x033718,63,similar
0x02bb2e,watchdogServiceLoop,0x034bba,100,matched
0x02bc06,fuelDemandLimitMinimumUpdater,0x00b4ce,75,similar
0x02c4de,initProtectionTablePointer,N/A,0,not_found
0x02c506,fuelTempControlFlagChecker,N/A,0,not_found
0x029476,diagnosticCanResponseSender,0x031b22,88,matched
0x029522,ambientConditionsDataBuilder,N/A,0,not_found
0x0297fc,engineSerialNumberDataBuilder,N/A,0,not_found
0x0298d8,diagnosticMultiPacketResponseBuilder,0x03216a,94,matched
0x029976,activeDtcListBuilder,0x0322ae,88,matched
0x029ae4,previousDtcListBuilder,0x03241c,88,matched
0x02a100,diagnosticDM5DataBuilder,0x032a42,80,similar
0x02a1f6,diagnosticByteResponseSender,0x032b38,80,similar
0x02a856,engineFluidLevelDataBuilder,N/A,0,not_found
0x02abf2,intakeExhaustConditionsDataBuilder,N/A,0,not_found
0x02adec,ioControlDataBuilder,0x033c6c,94,matched
0x02af52,intakeManifoldDataBuilder,N/A,0,not_found
0x02f748,protectionLimitValueInit,0x030b04,63,similar
0x02f754,fuelDemandLimitSelector4,0x030b10,88,matched
0x02f778,fuelDemandUpdateOrchestrator,0x028816,72,similar
0x02f8dc,dualTableLookupSum,0x00d23c,75,similar
0x02f920,interpolationTableSetup,0x00d280,63,similar
0x02f9e0,vp44StateProcessor,N/A,0,not_found
0x02fd5e,vp44TimingStateInit,N/A,0,not_found
0x02fdfe,vp44TimingValuesInit,N/A,0,not_found
0x030cb0,fuelDemandLimitSelector11,0x01ca54,70,similar
0x0317c2,fuelDemandState24Override,N/A,0,not_found
0x0317ee,fuelDemandControllerInit,N/A,0,not_found
0x02f986,vp44StateVariablesInit,N/A,0,not_found
0x02fa84,vp44StateDebounceFilter,0x00b4f2,69,similar
0x02fb08,vp44StateToControlModeMapper,N/A,0,not_found
0x02fb28,vp44OperatingConditionChecker,0x026b00,69,similar
0x02fba2,vp44FuelControlConditionChecker,N/A,0,not_found
0x02fbc8,vp44State2TransitionHandler,0x00fa06,63,similar
0x02fc40,vp44State1TransitionHandler,N/A,0,not_found
0x02fc76,vp44State3Or4TransitionChecker,N/A,0,not_found
0x02fcac,vp44StateOutputSelector,N/A,0,not_found
0x02fcc8,vp44FaultStateCodeMapper,N/A,0,not_found
0x0313c4,fuelDemandFaultFlagUpdater,N/A,0,not_found
0x031394,fuelDemandConditionFlagBuilder,N/A,0,not_found
0x03141c,fuelDemandLimitSource2Selector,0x02658c,61,similar
0x03145a,fuelDemandLimitSource3Selector,N/A,0,not_found
0x031494,fuelDemandLimitSource4Selector,N/A,0,not_found
0x0314c6,fuelDemandOverrideStateSelector,N/A,0,not_found
0x0314ee,fuelDemandLimitOrchestrator,0x023244,67,similar
0x030542,outputControlStateToModeMapper,N/A,0,not_found
0x030578,outputControlStateMachineSelector,0x00b4f2,75,similar
0x03068a,outputControlTimingGenerator,0x00b210,67,similar
0x030914,sensorFaultBasedRpmSourceSelector,0x00b4f2,75,similar
0x030a8e,outputControlFlagsInit,N/A,0,not_found
0x030c3e,fuelDemandTablePointersInit,0x026a7e,81,matched
0x030cec,simTimerControlInit,N/A,0,not_found
0x031c06,ioControlRegistersInit,N/A,0,not_found
0x0320bc,vp44DiagnosticStateInit,N/A,0,not_found
0x0320dc,vp44ControlFlagsInit,N/A,0,not_found
0x02d688,vp44ControlVariablesReset,0x00e97e,67,similar
0x02d74a,minimumOfTwoValues,N/A,0,not_found
0x02d75e,fuelLimitDecreaseWithFloor,N/A,0,not_found
0x02d782,fuelLimitIncreaseWithCeiling,N/A,0,not_found
0x02d90c,fuelLimitEngineStateCapture,N/A,0,not_found
0x02d92c,fuelLimitRestoreFromCapture,0x03061a,61,similar
0x02d96a,diagnosticRpmBasedFuelLimitCalculator,0x01709a,67,similar
0x02da0e,diagnosticFuelLimitInterpolator,0x01c03c,75,similar
0x02db10,engineStateFuelLimitInterpolator,0x00b4f2,75,similar
0x02ddea,fuelArbitratorVariablesInit,N/A,0,not_found
0x02e282,calibrationDataValidatorInit,N/A,0,not_found
0x02e3a8,derateTablePointerInit,N/A,0,not_found
0x02e5fe,boostPressureControlStateInit,N/A,0,not_found
0x02e6c2,accumulatorWithOverflowCarry,0x0303d4,94,matched
0x02e702,fuelDemandStatisticsAccumulator,N/A,0,not_found
0x02e786,boostPressureStatisticsAccumulator,N/A,0,not_found
0x02e7b0,fuelLimitExceedanceStatisticsAccumulator,0x00fb26,69,similar
0x02e84a,rpmHistogramAndProtectionStatisticsAccumulator,0x00c66a,66,similar
0x02ecec,statisticsTrackingFlagsReset,0x02322a,66,similar
0x02ed06,timerCaptureAverageCalculator,N/A,0,not_found
0x02ed96,timerCaptureHardwareInit,0x034696,88,matched
0x02ee28,vp44FaultThresholdTablesInit,0x01a95e,63,similar
0x02f5f2,oilPressureTablePointersInit,N/A,0,not_found
0x032342,dzgTimingStateVariablesInit,N/A,0,not_found
0x032b00,sensorHistoryTablePointerInit,0x01ae0c,64,similar
0x032b72,oilPressureRpmLimitTargetSelector,N/A,0,not_found
0x0332ce,vp44FaultProtectionSystemInit,N/A,0,not_found
0x033880,vp44CanMessage100Parser,N/A,0,not_found
0x0339c2,vp44CanMessage100ResponseBuilder,0x03407a,81,matched
0x033a3a,vp44CanMessage200Parser,N/A,0,not_found
0x033b8c,vp44CanMessage200ResponseBuilder,N/A,0,not_found
0x033bf2,vp44CanMessage300Parser,N/A,0,not_found
0x0350ae,vp44Message300FaultFlagProcessor,0x032c7a,70,similar
0x035488,vp44RpmBasedFaultDetector,0x00c326,64,similar
0x035548,vp44FaultBit5Reset,N/A,0,not_found
0x00eaf0,diagnosticMemoryAddressResolver,0x010e16,81,matched
0x01913e,canFrameDataCopy,0x01e0bc,88,matched
0x01b532,j1939MemoryDataCopyResolver,0x021642,92,matched
0x02860c,fuelDemandFaultCounterIncrement,0x0304c8,81,matched
0x028638,rpmHistogramAndAveragingStatistics,0x0304f4,75,similar
0x028b78,protectionFlagAccumulator,0x030a64,80,similar
0x02b5aa,pwmTimerMode0Init,0x034674,88,matched
0x02b6c2,pwmTimerMode0Reset,0x03478c,94,matched
0x02b744,pwmTimerMode1ChannelSetup,0x03480e,81,matched
0x02b880,pwmTimerMode1Update,0x03494a,81,matched
0x02b9b8,pwmTimerModeDispatcher,0x034a82,88,matched
0x02ba56,pwmTimerCycleAdvance,0x034b20,81,matched
0x02bbac,trendingDataTableLookup,N/A,0,not_found
0x02c252,fuelTimingTransitionStateMachine,0x00c180,75,similar
0x02c51a,diagnosticModeFuelAdjustmentCalculator,N/A,0,not_found
0x02c870,engineProtectionTimeoutCalculator,N/A,0,not_found
0x02c8fe,engineProtectionScaledValueCalculator,N/A,0,not_found
0x02c968,protectionThresholdDivider,N/A,0,not_found
0x02cb08,diagnosticFuelGainCalculator,N/A,0,not_found
0x02d210,diagnosticMode10FuelController,0x00d3e6,63,similar
0x02d3fa,diagnosticParameterPointersInit,N/A,0,not_found
0x02d43e,vp44DiagnosticModeStateMachine,N/A,0,not_found
0x0343f8,vp44FsoFaultRangeMonitor,0x017f7c,75,similar
0x0344e8,vp44TimingFaultMonitor,0x017f7c,75,similar
0x03566e,signedLinearInterpolation,0x034f00,100,matched
0x03574e,unsignedLinearInterpolation,0x034f00,100,matched
